pickup_datetime,dropoff_datetime,trip_distance,fare_amount,pickup_location_id,dropoff_location_id,vendor_id,duracion_minutos,velocidad_mph
2022-09-09 13:25:00+00:00,2022-09-09 13:35:00+00:00,1.7,9.9,41,116,2,10.0,10.2
2022-09-09 20:18:00+00:00,2022-09-09 20:30:00+00:00,1.5,9.9,116,41,2,12.0,7.5
2022-09-09 20:24:00+00:00,2022-09-09 20:35:00+00:00,1.73,9.9,40,181,2,11.0,9.436363636363636
2022-09-10 10:06:00+00:00,2022-09-10 10:11:00+00:00,0.67,9.9,77,77,2,5.0,8.040000000000001
2022-09-10 11:23:00+00:00,2022-09-10 11:42:00+00:00,1.34,9.9,193,202,2,19.0,4.231578947368422
2022-09-10 20:41:00+00:00,2022-09-10 20:48:00+00:00,1.31,9.9,226,7,2,7.0,11.22857142857143
2022-09-10 20:32:00+00:00,2022-09-10 20:37:00+00:00,0.76,9.9,166,166,2,5.0,9.12
2022-09-10 21:20:00+00:00,2022-09-10 21:27:00+00:00,0.82,9.9,145,193,2,7.0,7.0285714285714285
2022-09-11 10:07:00+00:00,2022-09-11 10:14:00+00:00,1.15,9.9,41,166,2,7.0,9.857142857142856
2022-09-11 20:51:00+00:00,2022-09-11 20:56:00+00:00,0.7,9.9,97,97,2,5.0,8.4
2022-09-12 06:50:00+00:00,2022-09-12 07:00:00+00:00,1.13,9.9,41,74,2,10.0,6.779999999999999
2022-09-12 06:37:00+00:00,2022-09-12 06:42:00+00:00,1.61,9.9,74,43,2,5.0,19.320000000000004
2022-09-12 16:08:00+00:00,2022-09-12 16:12:00+00:00,0.63,9.9,244,116,2,4.0,9.45
2022-09-12 16:41:00+00:00,2022-09-12 16:49:00+00:00,1.33,9.9,106,228,2,8.0,9.975
2022-09-12 16:41:00+00:00,2022-09-12 16:49:00+00:00,1.05,9.9,33,25,2,8.0,7.875
2022-09-13 11:46:00+00:00,2022-09-13 11:57:00+00:00,1.06,9.9,42,74,2,11.0,5.781818181818182
2022-09-13 15:30:00+00:00,2022-09-13 15:36:00+00:00,0.97,9.9,166,24,2,6.0,9.7
2022-09-13 20:38:00+00:00,2022-09-13 20:45:00+00:00,1.13,9.9,255,256,2,7.0,9.685714285714283
2022-09-13 22:01:00+00:00,2022-09-13 22:04:00+00:00,1.08,9.9,74,75,2,3.0,21.6
2022-09-14 04:20:00+00:00,2022-09-14 04:28:00+00:00,1.5,9.9,243,244,2,8.0,11.25
2022-09-14 11:15:00+00:00,2022-09-14 11:24:00+00:00,1.33,9.9,41,74,2,9.0,8.866666666666667
2022-09-14 19:28:00+00:00,2022-09-14 19:33:00+00:00,0.89,9.9,193,7,2,5.0,10.68
2022-09-15 06:10:00+00:00,2022-09-15 06:15:00+00:00,0.66,9.9,223,7,2,5.0,7.920000000000001
2022-09-15 11:21:00+00:00,2022-09-15 11:29:00+00:00,1.15,9.9,7,146,2,8.0,8.625
2022-09-15 11:44:00+00:00,2022-09-15 11:52:00+00:00,1.07,9.9,41,166,2,8.0,8.025
2022-09-15 12:57:00+00:00,2022-09-15 13:04:00+00:00,1.41,9.9,205,10,2,7.0,12.085714285714284
2022-09-15 12:56:00+00:00,2022-09-15 13:05:00+00:00,1.67,9.9,196,95,2,9.0,11.133333333333333
2022-09-15 13:14:00+00:00,2022-09-15 13:19:00+00:00,1.51,9.9,10,10,2,5.0,18.12
2022-09-15 13:35:00+00:00,2022-09-15 13:47:00+00:00,0.94,9.9,181,181,2,12.0,4.699999999999999
2022-09-15 15:45:00+00:00,2022-09-15 15:54:00+00:00,0.75,9.9,33,65,2,9.0,5.0
2022-09-15 19:42:00+00:00,2022-09-15 19:46:00+00:00,0.78,9.9,166,152,2,4.0,11.7
2022-09-15 19:58:00+00:00,2022-09-15 20:04:00+00:00,0.82,9.9,116,244,2,6.0,8.2
2022-09-15 20:40:00+00:00,2022-09-15 20:48:00+00:00,1.15,9.9,40,33,2,8.0,8.625
2022-09-15 20:42:00+00:00,2022-09-15 20:49:00+00:00,0.51,9.9,166,41,2,7.0,4.371428571428571
2022-09-16 06:39:00+00:00,2022-09-16 06:46:00+00:00,1.78,9.9,75,166,2,7.0,15.257142857142858
2022-09-16 06:16:00+00:00,2022-09-16 06:20:00+00:00,0.88,9.9,188,72,2,4.0,13.2
2022-09-16 10:48:00+00:00,2022-09-16 10:57:00+00:00,1.18,9.9,166,166,2,9.0,7.866666666666666
2022-09-16 10:51:00+00:00,2022-09-16 11:02:00+00:00,1.6,9.9,42,166,2,11.0,8.727272727272728
2022-09-16 10:07:00+00:00,2022-09-16 10:19:00+00:00,1.14,9.9,181,106,2,12.0,5.699999999999999
2022-09-16 11:51:00+00:00,2022-09-16 11:56:00+00:00,0.78,9.9,75,74,2,5.0,9.36
2022-09-16 11:55:00+00:00,2022-09-16 11:59:00+00:00,0.76,9.9,41,41,2,4.0,11.4
2022-09-16 12:20:00+00:00,2022-09-16 12:29:00+00:00,1.32,9.9,42,166,2,9.0,8.8
2022-09-16 13:59:00+00:00,2022-09-16 14:10:00+00:00,1.1,9.9,159,159,2,11.0,6.000000000000001
2022-09-16 20:16:00+00:00,2022-09-16 20:21:00+00:00,1.03,9.9,42,116,2,5.0,12.36
2022-09-16 20:26:00+00:00,2022-09-16 20:33:00+00:00,0.74,9.9,74,74,2,7.0,6.342857142857143
2022-09-16 21:50:00+00:00,2022-09-16 22:00:00+00:00,2.25,9.9,127,244,2,10.0,13.5
2022-09-16 21:30:00+00:00,2022-09-16 21:36:00+00:00,1.17,9.9,41,116,2,6.0,11.7
2022-09-17 11:49:00+00:00,2022-09-17 11:57:00+00:00,10.4,9.9,76,222,2,8.0,78.0
2022-09-17 22:06:00+00:00,2022-09-17 22:11:00+00:00,0.55,9.9,129,82,2,5.0,6.6000000000000005
2022-09-18 08:48:00+00:00,2022-09-18 08:53:00+00:00,1.04,9.9,52,65,2,5.0,12.48
2022-09-18 09:51:00+00:00,2022-09-18 09:57:00+00:00,1.23,9.9,181,40,2,6.0,12.3
2022-09-18 10:49:00+00:00,2022-09-18 10:59:00+00:00,1.68,9.9,25,40,2,10.0,10.08
2022-09-18 19:12:00+00:00,2022-09-18 19:18:00+00:00,0.87,9.9,112,255,2,6.0,8.7
2022-09-18 19:53:00+00:00,2022-09-18 19:59:00+00:00,1.37,9.9,42,41,2,6.0,13.7
2022-09-18 20:53:00+00:00,2022-09-18 21:02:00+00:00,1.19,9.9,116,116,2,9.0,7.933333333333334
2022-09-18 20:32:00+00:00,2022-09-18 20:37:00+00:00,0.62,9.9,66,66,2,5.0,7.44
2022-09-18 21:12:00+00:00,2022-09-18 21:23:00+00:00,1.55,9.9,260,7,2,11.0,8.454545454545455
2022-09-19 03:36:00+00:00,2022-09-19 03:43:00+00:00,1.3,9.9,74,152,2,7.0,11.142857142857142
2022-09-19 15:41:00+00:00,2022-09-19 15:48:00+00:00,0.96,9.9,243,243,2,7.0,8.228571428571428
2022-09-19 21:12:00+00:00,2022-09-19 21:19:00+00:00,1.04,9.9,65,33,2,7.0,8.914285714285715
2022-09-20 12:36:00+00:00,2022-09-20 12:40:00+00:00,0.47,9.9,41,41,2,4.0,7.05
2022-09-20 12:55:00+00:00,2022-09-20 13:04:00+00:00,0.55,9.9,65,33,2,9.0,3.666666666666667
2022-09-20 13:07:00+00:00,2022-09-20 13:19:00+00:00,1.89,9.9,7,223,2,12.0,9.45
2022-09-20 13:21:00+00:00,2022-09-20 13:25:00+00:00,1.17,9.9,166,24,2,4.0,17.55
2022-09-20 13:41:00+00:00,2022-09-20 13:47:00+00:00,0.79,9.9,75,75,2,6.0,7.9
2022-09-20 15:59:00+00:00,2022-09-20 16:08:00+00:00,2.36,9.9,52,106,2,9.0,15.733333333333333
2022-09-20 15:12:00+00:00,2022-09-20 15:20:00+00:00,1.13,9.9,41,42,2,8.0,8.475
2022-09-20 19:26:00+00:00,2022-09-20 19:31:00+00:00,1.07,9.9,166,152,2,5.0,12.840000000000002
2022-09-20 20:18:00+00:00,2022-09-20 20:22:00+00:00,0.73,9.9,166,151,2,4.0,10.95
2022-09-21 06:45:00+00:00,2022-09-21 06:52:00+00:00,1.32,9.9,7,129,2,7.0,11.314285714285717
2022-09-21 12:28:00+00:00,2022-09-21 12:47:00+00:00,1.04,9.9,25,25,2,19.0,3.28421052631579
2022-09-21 12:51:00+00:00,2022-09-21 12:58:00+00:00,1.09,9.9,116,244,2,7.0,9.342857142857143
2022-09-21 14:24:00+00:00,2022-09-21 14:30:00+00:00,0.91,9.9,152,166,2,6.0,9.1
2022-09-22 10:20:00+00:00,2022-09-22 10:28:00+00:00,1.28,9.9,166,42,2,8.0,9.6
2022-09-22 12:48:00+00:00,2022-09-22 12:51:00+00:00,0.54,9.9,193,193,2,3.0,10.8
2022-09-22 14:20:00+00:00,2022-09-22 14:30:00+00:00,1.17,9.9,7,7,2,10.0,7.02
2022-09-22 15:19:00+00:00,2022-09-22 15:28:00+00:00,1.18,9.9,7,223,2,9.0,7.866666666666666
2022-09-22 19:34:00+00:00,2022-09-22 19:37:00+00:00,0.99,9.9,166,152,2,3.0,19.8
2022-09-22 20:27:00+00:00,2022-09-22 20:33:00+00:00,0.98,9.9,112,112,2,6.0,9.8
2022-09-23 00:16:00+00:00,2022-09-23 00:26:00+00:00,1.53,9.9,256,80,2,10.0,9.18
2022-09-23 08:46:00+00:00,2022-09-23 08:53:00+00:00,0.95,9.9,41,24,2,7.0,8.142857142857142
2022-09-23 09:57:00+00:00,2022-09-23 10:04:00+00:00,1.0,9.9,181,181,2,7.0,8.571428571428571
2022-09-23 10:12:00+00:00,2022-09-23 10:21:00+00:00,0.95,9.9,181,106,2,9.0,6.333333333333333
2022-09-23 11:38:00+00:00,2022-09-23 11:44:00+00:00,1.44,9.9,145,112,2,6.0,14.4
2022-09-23 11:17:00+00:00,2022-09-23 11:25:00+00:00,1.23,9.9,149,91,2,8.0,9.225
2022-09-23 13:12:00+00:00,2022-09-23 13:16:00+00:00,0.92,9.9,116,152,2,4.0,13.8
2022-09-23 13:21:00+00:00,2022-09-23 13:31:00+00:00,1.66,9.9,41,151,2,10.0,9.96
2022-09-23 13:44:00+00:00,2022-09-23 13:47:00+00:00,0.49,9.9,193,193,2,3.0,9.8
2022-09-23 14:25:00+00:00,2022-09-23 14:34:00+00:00,1.34,9.9,7,7,2,9.0,8.933333333333334
2022-09-23 14:15:00+00:00,2022-09-23 14:23:00+00:00,1.53,9.9,166,151,2,8.0,11.475
2022-09-23 20:19:00+00:00,2022-09-23 20:29:00+00:00,1.5,9.9,75,24,2,10.0,9.0
2022-09-23 21:22:00+00:00,2022-09-23 21:32:00+00:00,1.28,9.9,166,41,2,10.0,7.680000000000001
2022-09-23 21:05:00+00:00,2022-09-23 21:11:00+00:00,0.74,9.9,152,41,2,6.0,7.399999999999999
2022-09-23 21:21:00+00:00,2022-09-23 21:28:00+00:00,1.73,9.9,129,260,2,7.0,14.828571428571427
2022-09-23 21:22:00+00:00,2022-09-23 21:31:00+00:00,0.95,9.9,223,7,2,9.0,6.333333333333333
2022-09-23 22:01:00+00:00,2022-09-23 22:08:00+00:00,4.0,9.9,41,42,2,7.0,34.285714285714285
2022-09-24 10:19:00+00:00,2022-09-24 10:28:00+00:00,1.21,9.9,243,127,2,9.0,8.066666666666666
2022-09-24 10:01:00+00:00,2022-09-24 10:07:00+00:00,0.93,9.9,74,75,2,6.0,9.3
2022-09-24 10:15:00+00:00,2022-09-24 10:19:00+00:00,0.87,9.9,74,74,2,4.0,13.05
2022-09-24 11:04:00+00:00,2022-09-24 11:13:00+00:00,0.77,9.9,65,66,2,9.0,5.133333333333334
2022-09-24 21:35:00+00:00,2022-09-24 21:43:00+00:00,1.17,9.9,166,152,2,8.0,8.775
2022-09-24 21:13:00+00:00,2022-09-24 21:22:00+00:00,1.1,9.9,7,7,2,9.0,7.333333333333334
2022-09-25 08:03:00+00:00,2022-09-25 08:06:00+00:00,1.24,9.9,75,74,2,3.0,24.8
2022-09-25 11:31:00+00:00,2022-09-25 11:37:00+00:00,1.18,9.9,41,74,2,6.0,11.8
2022-09-25 21:36:00+00:00,2022-09-25 21:41:00+00:00,0.46,9.9,166,41,2,5.0,5.5200000000000005
2022-09-25 21:41:00+00:00,2022-09-25 21:45:00+00:00,0.4,9.9,7,7,2,4.0,6.0
2022-09-25 22:05:00+00:00,2022-09-25 22:10:00+00:00,0.88,9.9,7,7,2,5.0,10.56
2022-09-26 10:01:00+00:00,2022-09-26 10:12:00+00:00,1.27,9.9,97,190,2,11.0,6.927272727272728
2022-09-26 10:16:00+00:00,2022-09-26 10:27:00+00:00,1.84,9.9,75,151,2,11.0,10.036363636363635
2022-09-26 11:10:00+00:00,2022-09-26 11:15:00+00:00,0.63,9.9,244,116,2,5.0,7.56
2022-09-26 11:18:00+00:00,2022-09-26 11:28:00+00:00,1.22,9.9,244,243,2,10.0,7.32
2022-09-26 13:12:00+00:00,2022-09-26 13:19:00+00:00,1.16,9.9,41,42,2,7.0,9.94285714285714
2022-09-26 14:41:00+00:00,2022-09-26 14:48:00+00:00,1.15,9.9,74,41,2,7.0,9.857142857142856
2022-09-26 15:02:00+00:00,2022-09-26 15:10:00+00:00,1.25,9.9,41,42,2,8.0,9.375
2022-09-26 16:55:00+00:00,2022-09-26 17:00:00+00:00,1.46,9.9,41,42,2,5.0,17.52
2022-09-26 16:12:00+00:00,2022-09-26 16:19:00+00:00,1.13,9.9,33,40,2,7.0,9.685714285714283
2022-09-26 21:49:00+00:00,2022-09-26 21:56:00+00:00,1.36,9.9,42,116,2,7.0,11.657142857142858
2022-09-26 22:51:00+00:00,2022-09-26 23:03:00+00:00,1.81,9.9,97,52,2,12.0,9.05
2022-09-27 00:04:00+00:00,2022-09-27 00:13:00+00:00,1.36,9.9,80,112,2,9.0,9.066666666666668
2022-09-27 11:11:00+00:00,2022-09-27 11:18:00+00:00,1.09,9.9,7,146,2,7.0,9.342857142857143
2022-09-27 13:21:00+00:00,2022-09-27 13:27:00+00:00,0.88,9.9,116,152,2,6.0,8.799999999999999
2022-09-27 15:44:00+00:00,2022-09-27 15:47:00+00:00,0.56,9.9,41,166,2,3.0,11.2
2022-09-27 19:40:00+00:00,2022-09-27 19:49:00+00:00,1.36,9.9,166,152,2,9.0,9.066666666666668
2022-09-27 20:24:00+00:00,2022-09-27 20:31:00+00:00,1.05,9.9,75,151,2,7.0,9.0
2022-09-28 02:10:00+00:00,2022-09-28 02:14:00+00:00,0.66,9.9,256,80,2,4.0,9.9
2022-09-28 10:49:00+00:00,2022-09-28 10:58:00+00:00,1.31,9.9,74,41,2,9.0,8.733333333333334
2022-09-28 11:55:00+00:00,2022-09-28 12:04:00+00:00,1.37,9.9,42,41,2,9.0,9.133333333333336
2022-09-28 12:20:00+00:00,2022-09-28 12:26:00+00:00,0.99,9.9,41,166,2,6.0,9.9
2022-09-28 14:51:00+00:00,2022-09-28 14:54:00+00:00,0.41,9.9,41,41,2,3.0,8.2
2022-09-28 14:27:00+00:00,2022-09-28 14:33:00+00:00,0.5,9.9,41,166,2,6.0,5.0
2022-09-28 14:03:00+00:00,2022-09-28 14:14:00+00:00,1.15,9.9,166,41,2,11.0,6.2727272727272725
2022-09-28 19:20:00+00:00,2022-09-28 19:31:00+00:00,1.52,9.9,166,75,2,11.0,8.290909090909091
2022-09-29 10:36:00+00:00,2022-09-29 10:47:00+00:00,1.35,9.9,166,42,2,11.0,7.363636363636364
2022-09-29 12:45:00+00:00,2022-09-29 12:52:00+00:00,1.06,9.9,166,24,2,7.0,9.085714285714284
2022-09-29 13:03:00+00:00,2022-09-29 13:08:00+00:00,1.1,9.9,41,166,2,5.0,13.2
2022-09-29 16:05:00+00:00,2022-09-29 16:14:00+00:00,1.08,9.9,41,166,2,9.0,7.200000000000001
2022-09-29 19:58:00+00:00,2022-09-29 20:03:00+00:00,0.72,9.9,181,181,2,5.0,8.64
2022-09-29 20:06:00+00:00,2022-09-29 20:09:00+00:00,0.7,9.9,166,151,2,3.0,13.999999999999998
2022-09-29 20:41:00+00:00,2022-09-29 20:45:00+00:00,0.39,9.9,166,166,2,4.0,5.8500000000000005
2022-09-29 21:39:00+00:00,2022-09-29 21:44:00+00:00,0.74,9.9,225,61,2,5.0,8.88
2022-09-29 21:30:00+00:00,2022-09-29 21:33:00+00:00,0.59,9.9,181,257,2,3.0,11.8
2022-09-30 08:37:00+00:00,2022-09-30 08:43:00+00:00,0.49,9.9,145,226,2,6.0,4.9
2022-09-30 08:38:00+00:00,2022-09-30 08:43:00+00:00,0.94,9.9,243,243,2,5.0,11.28
2022-09-30 10:12:00+00:00,2022-09-30 10:30:00+00:00,1.98,9.9,74,75,2,18.0,6.6000000000000005
2022-09-30 11:08:00+00:00,2022-09-30 11:19:00+00:00,1.66,9.9,106,181,2,11.0,9.054545454545456
2022-09-30 13:20:00+00:00,2022-09-30 13:36:00+00:00,2.0,9.9,41,75,2,16.0,7.5
2022-09-30 14:31:00+00:00,2022-09-30 14:38:00+00:00,1.16,9.9,247,42,2,7.0,9.94285714285714
2022-09-30 15:03:00+00:00,2022-09-30 15:11:00+00:00,1.29,9.9,41,166,2,8.0,9.675
2022-09-05 10:36:00+00:00,2022-09-05 10:41:00+00:00,1.88,9.9,74,263,2,5.0,22.56
2022-09-05 22:04:00+00:00,2022-09-05 22:14:00+00:00,1.08,9.9,75,262,2,10.0,6.48
2022-09-06 13:53:00+00:00,2022-09-06 13:59:00+00:00,0.94,9.9,75,236,2,6.0,9.4
2022-09-09 07:46:00+00:00,2022-09-09 07:53:00+00:00,1.0,9.9,75,263,2,7.0,8.571428571428571
2022-09-12 11:43:00+00:00,2022-09-12 11:55:00+00:00,1.49,9.9,75,236,2,12.0,7.449999999999999
2022-09-13 12:09:00+00:00,2022-09-13 12:18:00+00:00,1.2,9.9,41,238,2,9.0,8.0
2022-09-15 14:22:00+00:00,2022-09-15 14:35:00+00:00,1.62,9.9,41,238,2,13.0,7.476923076923077
2022-09-20 06:39:00+00:00,2022-09-20 06:49:00+00:00,1.73,9.9,166,238,2,10.0,10.38
2022-09-21 11:21:00+00:00,2022-09-21 11:26:00+00:00,0.67,9.9,75,262,2,5.0,8.040000000000001
2022-09-23 08:19:00+00:00,2022-09-23 08:33:00+00:00,1.6,9.9,75,263,2,14.0,6.857142857142858
2022-09-29 11:50:00+00:00,2022-09-29 11:57:00+00:00,1.19,9.9,75,236,2,7.0,10.2
2022-09-14 16:09:00+00:00,2022-09-14 16:43:00+00:00,2.88,15.02,97,181,2,34.0,5.08235294117647
2022-09-30 00:15:00+00:00,2022-09-30 00:35:00+00:00,3.55,15.02,36,49,2,20.0,10.65
2022-09-12 23:34:00+00:00,2022-09-12 23:49:00+00:00,1.34,20.14,145,95,2,15.0,5.36
2022-09-16 09:21:00+00:00,2022-09-16 10:07:00+00:00,7.72,30.38,7,65,2,46.0,10.069565217391304
2022-09-22 10:53:00+00:00,2022-09-22 11:21:00+00:00,10.27,30.38,150,35,2,28.0,22.007142857142856
2022-09-24 11:33:00+00:00,2022-09-24 11:58:00+00:00,8.03,30.38,74,211,2,25.0,19.272
2022-09-22 14:02:00+00:00,2022-09-22 15:01:00+00:00,27.42,91.82,42,1,2,59.0,27.88474576271187
2022-09-08 02:45:08+00:00,2022-09-08 03:17:19+00:00,11.77,35.5,93,145,2,32.18333333333333,21.94303469704817
2022-09-07 11:28:55+00:00,2022-09-07 12:23:25+00:00,8.1,35.5,21,55,2,54.5,8.91743119266055
2022-09-08 15:21:40+00:00,2022-09-08 16:23:29+00:00,6.2,35.5,147,244,1,61.81666666666667,6.017794553788082
2022-09-09 15:11:31+00:00,2022-09-09 15:58:19+00:00,8.66,35.5,93,132,2,46.8,11.102564102564104
2022-09-10 13:34:15+00:00,2022-09-10 14:03:42+00:00,12.03,35.5,247,81,2,29.45,24.509337860780985
2022-09-10 19:37:52+00:00,2022-09-10 20:23:43+00:00,9.11,35.5,146,82,2,45.85,11.921483097055615
2022-09-11 12:18:02+00:00,2022-09-11 12:57:55+00:00,10.94,35.5,95,25,2,39.88333333333333,16.458002507312997
2022-09-12 09:07:35+00:00,2022-09-12 09:41:52+00:00,11.6,35.5,228,55,2,34.28333333333333,20.3014098201264
2022-09-12 14:57:04+00:00,2022-09-12 15:37:42+00:00,9.48,35.5,95,193,2,40.63333333333333,13.998359310910583
2022-09-13 13:01:52+00:00,2022-09-13 14:02:38+00:00,5.58,35.5,166,166,2,60.766666666666666,5.509599561162919
2022-09-16 15:06:53+00:00,2022-09-16 16:10:52+00:00,1.83,35.5,7,7,2,63.98333333333333,1.7160718937223236
2022-09-19 11:25:35+00:00,2022-09-19 12:17:05+00:00,8.66,35.5,22,55,2,51.5,10.089320388349517
2022-09-22 12:19:34+00:00,2022-09-22 13:05:51+00:00,9.05,35.5,130,130,2,46.28333333333333,11.732084983795463
2022-09-23 07:31:48+00:00,2022-09-23 08:15:52+00:00,9.75,35.5,130,130,2,44.06666666666667,13.275340393343418
2022-09-28 07:20:36+00:00,2022-09-28 08:13:00+00:00,8.55,35.5,55,55,2,52.4,9.790076335877863
2022-09-29 11:22:47+00:00,2022-09-29 11:53:33+00:00,11.84,35.5,130,10,2,30.766666666666666,23.08992416034669
2022-09-02 05:34:24+00:00,2022-09-02 05:57:31+00:00,12.61,35.5,14,154,2,23.116666666666667,32.7296322999279
2022-09-04 00:05:49+00:00,2022-09-04 00:27:27+00:00,12.63,35.5,93,97,2,21.633333333333333,35.02927580893682
2022-09-06 22:18:07+00:00,2022-09-06 22:49:15+00:00,11.49,35.5,93,97,2,31.133333333333333,22.143468950749465
2022-09-08 03:39:23+00:00,2022-09-08 04:01:44+00:00,12.67,35.5,93,97,2,22.35,34.013422818791945
2022-09-08 01:11:33+00:00,2022-09-08 01:37:22+00:00,12.23,35.5,93,231,2,25.816666666666663,28.423499031633312
2022-09-09 23:17:03+00:00,2022-09-09 23:51:02+00:00,11.32,35.5,93,224,2,33.983333333333334,19.986267778322706
2022-09-13 21:51:21+00:00,2022-09-13 22:19:29+00:00,12.2,35.5,116,87,2,28.133333333333333,26.018957345971565
2022-09-20 21:25:30+00:00,2022-09-20 21:53:20+00:00,12.11,35.5,166,88,2,27.83333333333333,26.105389221556887
2022-09-20 23:31:58+00:00,2022-09-20 23:58:27+00:00,12.25,35.5,247,107,2,26.48333333333333,27.75330396475771
2022-09-02 01:15:13+00:00,2022-09-02 01:46:01+00:00,10.99,35.5,93,230,2,30.8,21.40909090909091
2022-09-09 22:35:46+00:00,2022-09-09 23:00:27+00:00,12.46,35.5,93,229,2,24.683333333333334,30.287643484132342
2022-09-10 00:47:36+00:00,2022-09-10 01:19:55+00:00,10.59,35.5,93,161,2,32.31666666666667,19.6616812790098
2022-09-05 20:42:08+00:00,2022-09-05 21:14:41+00:00,12.46,35.5,93,230,2,32.55,22.967741935483872
2022-09-08 21:43:50+00:00,2022-09-08 22:18:54+00:00,10.17,35.5,93,230,2,35.06666666666667,17.40114068441064
2022-09-14 21:35:14+00:00,2022-09-14 21:59:03+00:00,12.59,35.5,93,229,2,23.816666666666663,31.717284814555637
2022-09-07 16:01:14+00:00,2022-09-07 16:35:50+00:00,11.77,35.5,93,263,2,34.6,20.41040462427745
2022-09-15 11:58:12+00:00,2022-09-15 12:22:47+00:00,11.3,35.5,74,265,1,24.58333333333333,27.57966101694916
2022-09-08 17:03:22+00:00,2022-09-08 18:06:13+00:00,5.06,35.5,7,161,2,62.85,4.830548926014319
2022-09-11 21:06:40+00:00,2022-09-11 21:41:03+00:00,11.13,35.5,130,145,2,34.38333333333333,19.42220067862337
2022-09-30 01:34:30+00:00,2022-09-30 02:46:00+00:00,4.29,35.5,135,83,2,71.5,3.6
2022-09-08 01:49:01+00:00,2022-09-08 02:12:27+00:00,12.55,35.5,173,40,2,23.433333333333334,32.13371266002845
2022-09-04 20:01:41+00:00,2022-09-04 20:37:53+00:00,11.27,35.5,93,130,2,36.2,18.67955801104972
2022-09-08 17:08:26+00:00,2022-09-08 17:46:16+00:00,9.41,35.5,28,260,2,37.833333333333336,14.923348017621144
2022-09-12 18:26:00+00:00,2022-09-12 19:31:29+00:00,1.43,35.5,82,82,2,65.48333333333333,1.310257062865869
2022-09-03 12:27:11+00:00,2022-09-03 13:00:21+00:00,11.33,35.5,7,228,2,33.166666666666664,20.496482412060303
2022-09-25 15:26:20+00:00,2022-09-25 15:54:01+00:00,12.03,35.5,130,145,2,27.683333333333334,26.073449729078867
2022-09-14 09:51:53+00:00,2022-09-14 10:43:40+00:00,7.8,35.5,75,231,2,51.78333333333333,9.03765690376569
2022-09-27 13:43:11+00:00,2022-09-27 14:22:39+00:00,10.0,35.5,42,261,2,39.46666666666667,15.202702702702702
2022-09-19 09:22:41+00:00,2022-09-19 10:10:08+00:00,10.34,35.5,95,137,2,47.45,13.07481559536354
2022-09-26 19:22:25+00:00,2022-09-26 20:14:32+00:00,6.51,35.5,33,186,2,52.11666666666667,7.494723377038695
2022-09-03 20:32:53+00:00,2022-09-03 21:00:39+00:00,12.24,35.5,253,161,2,27.766666666666666,26.448979591836736
2022-09-15 17:21:51+00:00,2022-09-15 18:21:55+00:00,5.68,35.5,65,162,2,60.06666666666667,5.67369589345172
2022-09-09 15:36:01+00:00,2022-09-09 16:31:57+00:00,7.87,35.5,7,127,2,55.93333333333333,8.442193087008343
2022-09-02 20:31:54+00:00,2022-09-02 21:02:48+00:00,11.79,35.5,93,140,2,30.9,22.893203883495143
2022-09-14 22:22:01+00:00,2022-09-14 22:42:51+00:00,13.15,35.5,253,224,2,20.83333333333333,37.872
2022-09-14 13:51:05+00:00,2022-09-14 14:37:25+00:00,8.76,35.5,40,161,2,46.333333333333336,11.34388489208633
2022-09-02 20:47:00+00:00,2022-09-02 21:20:22+00:00,11.78,35.5,93,141,2,33.36666666666667,21.182817182817185
2022-09-07 13:09:47+00:00,2022-09-07 13:52:46+00:00,8.64,35.5,25,237,2,42.98333333333333,12.06048856145793
2022-09-12 22:05:03+00:00,2022-09-12 22:37:37+00:00,11.39,35.5,93,113,2,32.56666666666667,20.984646878198568
2022-09-21 16:39:58+00:00,2022-09-21 17:27:27+00:00,7.44,35.5,75,127,2,47.48333333333333,9.4011934011934
2022-09-04 18:59:42+00:00,2022-09-04 19:44:17+00:00,9.56,35.5,34,161,2,44.583333333333336,12.865794392523364
2022-09-15 09:05:16+00:00,2022-09-15 09:45:49+00:00,10.12,35.5,244,231,2,40.55,14.974106041923552
2022-09-02 19:50:01+00:00,2022-09-02 20:28:19+00:00,11.0,35.5,75,40,1,38.3,17.232375979112273
2022-09-13 19:03:13+00:00,2022-09-13 19:41:42+00:00,11.25,35.5,95,237,2,38.48333333333333,17.540060632308357
2022-09-17 00:19:54+00:00,2022-09-17 00:59:58+00:00,10.55,35.5,129,75,2,40.06666666666667,15.798668885191349
2022-09-21 10:25:43+00:00,2022-09-21 11:08:36+00:00,9.5,35.5,116,148,1,42.88333333333333,13.29187718616401
2022-09-29 13:21:12+00:00,2022-09-29 14:00:04+00:00,11.31,35.5,244,148,2,38.86666666666667,17.459691252144083
2022-09-06 07:52:45+00:00,2022-09-06 08:44:58+00:00,9.08,35.5,95,140,2,52.21666666666667,10.433450367060326
2022-09-06 09:55:07+00:00,2022-09-06 10:56:32+00:00,5.17,35.5,74,100,2,61.41666666666666,5.050746268656717
2022-09-09 11:02:40+00:00,2022-09-09 11:40:00+00:00,10.12,35.5,244,137,2,37.333333333333336,16.264285714285712
2022-09-17 17:26:11+00:00,2022-09-17 18:13:19+00:00,10.61,35.5,43,25,2,47.13333333333333,13.506364922206506
2022-09-29 16:42:00+00:00,2022-09-29 17:42:00+00:00,11.97,49.04,166,97,2,60.0,11.97
