pickup_datetime,dropoff_datetime,trip_distance,fare_amount,pickup_location_id,dropoff_location_id,vendor_id
2022-09-23 13:21:00.000000 UTC,2022-09-23 13:31:00.000000 UTC,1.66,9.9,41,151,2
2022-09-23 13:44:00.000000 UTC,2022-09-23 13:47:00.000000 UTC,0.49,9.9,193,193,2
2022-09-23 14:25:00.000000 UTC,2022-09-23 14:34:00.000000 UTC,1.34,9.9,7,7,2
2022-09-23 14:15:00.000000 UTC,2022-09-23 14:23:00.000000 UTC,1.53,9.9,166,151,2
2022-09-23 20:19:00.000000 UTC,2022-09-23 20:29:00.000000 UTC,1.5,9.9,75,24,2
2022-09-23 21:22:00.000000 UTC,2022-09-23 21:32:00.000000 UTC,1.28,9.9,166,41,2
2022-09-23 21:05:00.000000 UTC,2022-09-23 21:11:00.000000 UTC,0.74,9.9,152,41,2
2022-09-23 21:21:00.000000 UTC,2022-09-23 21:28:00.000000 UTC,1.73,9.9,129,260,2
2022-09-23 21:22:00.000000 UTC,2022-09-23 21:31:00.000000 UTC,0.95,9.9,223,7,2
2022-09-23 22:01:00.000000 UTC,2022-09-23 22:08:00.000000 UTC,4,9.9,41,42,2
2022-09-24 10:19:00.000000 UTC,2022-09-24 10:28:00.000000 UTC,1.21,9.9,243,127,2
2022-09-24 10:01:00.000000 UTC,2022-09-24 10:07:00.000000 UTC,0.93,9.9,74,75,2
2022-09-24 10:15:00.000000 UTC,2022-09-24 10:19:00.000000 UTC,0.87,9.9,74,74,2
2022-09-24 11:04:00.000000 UTC,2022-09-24 11:13:00.000000 UTC,0.77,9.9,65,66,2
2022-09-24 21:35:00.000000 UTC,2022-09-24 21:43:00.000000 UTC,1.17,9.9,166,152,2
2022-09-24 21:13:00.000000 UTC,2022-09-24 21:22:00.000000 UTC,1.1,9.9,7,7,2
2022-09-25 08:03:00.000000 UTC,2022-09-25 08:06:00.000000 UTC,1.24,9.9,75,74,2
2022-09-25 11:31:00.000000 UTC,2022-09-25 11:37:00.000000 UTC,1.18,9.9,41,74,2
2022-09-25 21:36:00.000000 UTC,2022-09-25 21:41:00.000000 UTC,0.46,9.9,166,41,2
2022-09-25 21:41:00.000000 UTC,2022-09-25 21:45:00.000000 UTC,0.4,9.9,7,7,2
2022-09-25 22:05:00.000000 UTC,2022-09-25 22:10:00.000000 UTC,0.88,9.9,7,7,2
2022-09-26 10:01:00.000000 UTC,2022-09-26 10:12:00.000000 UTC,1.27,9.9,97,190,2
2022-09-26 10:16:00.000000 UTC,2022-09-26 10:27:00.000000 UTC,1.84,9.9,75,151,2
2022-09-26 11:10:00.000000 UTC,2022-09-26 11:15:00.000000 UTC,0.63,9.9,244,116,2
2022-09-26 11:18:00.000000 UTC,2022-09-26 11:28:00.000000 UTC,1.22,9.9,244,243,2
2022-09-26 13:12:00.000000 UTC,2022-09-26 13:19:00.000000 UTC,1.16,9.9,41,42,2
2022-09-26 14:41:00.000000 UTC,2022-09-26 14:48:00.000000 UTC,1.15,9.9,74,41,2
2022-09-26 15:02:00.000000 UTC,2022-09-26 15:10:00.000000 UTC,1.25,9.9,41,42,2
2022-09-26 16:55:00.000000 UTC,2022-09-26 17:00:00.000000 UTC,1.46,9.9,41,42,2
2022-09-26 16:12:00.000000 UTC,2022-09-26 16:19:00.000000 UTC,1.13,9.9,33,40,2
2022-09-26 21:49:00.000000 UTC,2022-09-26 21:56:00.000000 UTC,1.36,9.9,42,116,2
2022-09-26 22:51:00.000000 UTC,2022-09-26 23:03:00.000000 UTC,1.81,9.9,97,52,2
2022-09-27 00:04:00.000000 UTC,2022-09-27 00:13:00.000000 UTC,1.36,9.9,80,112,2
2022-09-27 11:11:00.000000 UTC,2022-09-27 11:18:00.000000 UTC,1.09,9.9,7,146,2
2022-09-27 13:21:00.000000 UTC,2022-09-27 13:27:00.000000 UTC,0.88,9.9,116,152,2
2022-09-27 15:44:00.000000 UTC,2022-09-27 15:47:00.000000 UTC,0.56,9.9,41,166,2
2022-09-27 19:40:00.000000 UTC,2022-09-27 19:49:00.000000 UTC,1.36,9.9,166,152,2
2022-09-27 20:24:00.000000 UTC,2022-09-27 20:31:00.000000 UTC,1.05,9.9,75,151,2
2022-09-28 02:10:00.000000 UTC,2022-09-28 02:14:00.000000 UTC,0.66,9.9,256,80,2
2022-09-28 10:49:00.000000 UTC,2022-09-28 10:58:00.000000 UTC,1.31,9.9,74,41,2
2022-09-28 11:55:00.000000 UTC,2022-09-28 12:04:00.000000 UTC,1.37,9.9,42,41,2
2022-09-28 12:20:00.000000 UTC,2022-09-28 12:26:00.000000 UTC,0.99,9.9,41,166,2
2022-09-28 14:51:00.000000 UTC,2022-09-28 14:54:00.000000 UTC,0.41,9.9,41,41,2
2022-09-28 14:27:00.000000 UTC,2022-09-28 14:33:00.000000 UTC,0.5,9.9,41,166,2
2022-09-28 14:03:00.000000 UTC,2022-09-28 14:14:00.000000 UTC,1.15,9.9,166,41,2
2022-09-28 19:20:00.000000 UTC,2022-09-28 19:31:00.000000 UTC,1.52,9.9,166,75,2
2022-09-29 10:36:00.000000 UTC,2022-09-29 10:47:00.000000 UTC,1.35,9.9,166,42,2
2022-09-29 12:45:00.000000 UTC,2022-09-29 12:52:00.000000 UTC,1.06,9.9,166,24,2
2022-09-29 13:03:00.000000 UTC,2022-09-29 13:08:00.000000 UTC,1.1,9.9,41,166,2
2022-09-29 16:05:00.000000 UTC,2022-09-29 16:14:00.000000 UTC,1.08,9.9,41,166,2
2022-09-29 19:58:00.000000 UTC,2022-09-29 20:03:00.000000 UTC,0.72,9.9,181,181,2
2022-09-29 20:06:00.000000 UTC,2022-09-29 20:09:00.000000 UTC,0.7,9.9,166,151,2
2022-09-29 20:41:00.000000 UTC,2022-09-29 20:45:00.000000 UTC,0.39,9.9,166,166,2
2022-09-29 21:39:00.000000 UTC,2022-09-29 21:44:00.000000 UTC,0.74,9.9,225,61,2
2022-09-29 21:30:00.000000 UTC,2022-09-29 21:33:00.000000 UTC,0.59,9.9,181,257,2
2022-09-30 08:37:00.000000 UTC,2022-09-30 08:43:00.000000 UTC,0.49,9.9,145,226,2
2022-09-30 08:38:00.000000 UTC,2022-09-30 08:43:00.000000 UTC,0.94,9.9,243,243,2
2022-09-30 10:12:00.000000 UTC,2022-09-30 10:30:00.000000 UTC,1.98,9.9,74,75,2
2022-09-30 11:08:00.000000 UTC,2022-09-30 11:19:00.000000 UTC,1.66,9.9,106,181,2
2022-09-30 13:20:00.000000 UTC,2022-09-30 13:36:00.000000 UTC,2,9.9,41,75,2
2022-09-30 14:31:00.000000 UTC,2022-09-30 14:38:00.000000 UTC,1.16,9.9,247,42,2
2022-09-30 15:03:00.000000 UTC,2022-09-30 15:11:00.000000 UTC,1.29,9.9,41,166,2
2022-09-05 10:36:00.000000 UTC,2022-09-05 10:41:00.000000 UTC,1.88,9.9,74,263,2
2022-09-05 22:04:00.000000 UTC,2022-09-05 22:14:00.000000 UTC,1.08,9.9,75,262,2
2022-09-06 13:53:00.000000 UTC,2022-09-06 13:59:00.000000 UTC,0.94,9.9,75,236,2
2022-09-09 07:46:00.000000 UTC,2022-09-09 07:53:00.000000 UTC,1,9.9,75,263,2
2022-09-12 11:43:00.000000 UTC,2022-09-12 11:55:00.000000 UTC,1.49,9.9,75,236,2
2022-09-13 12:09:00.000000 UTC,2022-09-13 12:18:00.000000 UTC,1.2,9.9,41,238,2
2022-09-15 14:22:00.000000 UTC,2022-09-15 14:35:00.000000 UTC,1.62,9.9,41,238,2
2022-09-20 06:39:00.000000 UTC,2022-09-20 06:49:00.000000 UTC,1.73,9.9,166,238,2
2022-09-21 11:21:00.000000 UTC,2022-09-21 11:26:00.000000 UTC,0.67,9.9,75,262,2
2022-09-23 08:19:00.000000 UTC,2022-09-23 08:33:00.000000 UTC,1.6,9.9,75,263,2
2022-09-29 11:50:00.000000 UTC,2022-09-29 11:57:00.000000 UTC,1.19,9.9,75,236,2
2022-09-14 16:09:00.000000 UTC,2022-09-14 16:43:00.000000 UTC,2.88,15.02,97,181,2
2022-09-30 00:15:00.000000 UTC,2022-09-30 00:35:00.000000 UTC,3.55,15.02,36,49,2
2022-09-12 23:34:00.000000 UTC,2022-09-12 23:49:00.000000 UTC,1.34,20.14,145,95,2
2022-09-16 09:21:00.000000 UTC,2022-09-16 10:07:00.000000 UTC,7.72,30.38,7,65,2
2022-09-22 10:53:00.000000 UTC,2022-09-22 11:21:00.000000 UTC,10.27,30.38,150,35,2
2022-09-24 11:33:00.000000 UTC,2022-09-24 11:58:00.000000 UTC,8.03,30.38,74,211,2
2022-09-22 14:02:00.000000 UTC,2022-09-22 15:01:00.000000 UTC,27.42,91.82,42,1,2
2022-09-08 02:45:08.000000 UTC,2022-09-08 03:17:19.000000 UTC,11.77,35.5,93,145,2
2022-09-07 11:28:55.000000 UTC,2022-09-07 12:23:25.000000 UTC,8.1,35.5,21,55,2
2022-09-08 15:21:40.000000 UTC,2022-09-08 16:23:29.000000 UTC,6.2,35.5,147,244,1
2022-09-09 15:11:31.000000 UTC,2022-09-09 15:58:19.000000 UTC,8.66,35.5,93,132,2
2022-09-10 13:34:15.000000 UTC,2022-09-10 14:03:42.000000 UTC,12.03,35.5,247,81,2
2022-09-10 19:37:52.000000 UTC,2022-09-10 20:23:43.000000 UTC,9.11,35.5,146,82,2
2022-09-11 12:18:02.000000 UTC,2022-09-11 12:57:55.000000 UTC,10.94,35.5,95,25,2
2022-09-12 09:07:35.000000 UTC,2022-09-12 09:41:52.000000 UTC,11.6,35.5,228,55,2
2022-09-12 14:57:04.000000 UTC,2022-09-12 15:37:42.000000 UTC,9.48,35.5,95,193,2
2022-09-13 13:01:52.000000 UTC,2022-09-13 14:02:38.000000 UTC,5.58,35.5,166,166,2
2022-09-16 15:06:53.000000 UTC,2022-09-16 16:10:52.000000 UTC,1.83,35.5,7,7,2
2022-09-19 11:25:35.000000 UTC,2022-09-19 12:17:05.000000 UTC,8.66,35.5,22,55,2
2022-09-22 12:19:34.000000 UTC,2022-09-22 13:05:51.000000 UTC,9.05,35.5,130,130,2
2022-09-23 07:31:48.000000 UTC,2022-09-23 08:15:52.000000 UTC,9.75,35.5,130,130,2
2022-09-28 07:20:36.000000 UTC,2022-09-28 08:13:00.000000 UTC,8.55,35.5,55,55,2
2022-09-29 11:22:47.000000 UTC,2022-09-29 11:53:33.000000 UTC,11.84,35.5,130,10,2
2022-09-02 05:34:24.000000 UTC,2022-09-02 05:57:31.000000 UTC,12.61,35.5,14,154,2
2022-09-04 00:05:49.000000 UTC,2022-09-04 00:27:27.000000 UTC,12.63,35.5,93,97,2
2022-09-06 22:18:07.000000 UTC,2022-09-06 22:49:15.000000 UTC,11.49,35.5,93,97,2
2022-09-08 03:39:23.000000 UTC,2022-09-08 04:01:44.000000 UTC,12.67,35.5,93,97,2
2022-09-08 01:11:33.000000 UTC,2022-09-08 01:37:22.000000 UTC,12.23,35.5,93,231,2
2022-09-09 23:17:03.000000 UTC,2022-09-09 23:51:02.000000 UTC,11.32,35.5,93,224,2
2022-09-13 21:51:21.000000 UTC,2022-09-13 22:19:29.000000 UTC,12.2,35.5,116,87,2
2022-09-20 21:25:30.000000 UTC,2022-09-20 21:53:20.000000 UTC,12.11,35.5,166,88,2
2022-09-20 23:31:58.000000 UTC,2022-09-20 23:58:27.000000 UTC,12.25,35.5,247,107,2
2022-09-02 01:15:13.000000 UTC,2022-09-02 01:46:01.000000 UTC,10.99,35.5,93,230,2
2022-09-09 22:35:46.000000 UTC,2022-09-09 23:00:27.000000 UTC,12.46,35.5,93,229,2
2022-09-10 00:47:36.000000 UTC,2022-09-10 01:19:55.000000 UTC,10.59,35.5,93,161,2
2022-09-05 20:42:08.000000 UTC,2022-09-05 21:14:41.000000 UTC,12.46,35.5,93,230,2
2022-09-08 21:43:50.000000 UTC,2022-09-08 22:18:54.000000 UTC,10.17,35.5,93,230,2
2022-09-14 21:35:14.000000 UTC,2022-09-14 21:59:03.000000 UTC,12.59,35.5,93,229,2
2022-09-07 16:01:14.000000 UTC,2022-09-07 16:35:50.000000 UTC,11.77,35.5,93,263,2
2022-09-15 11:58:12.000000 UTC,2022-09-15 12:22:47.000000 UTC,11.3,35.5,74,265,1
2022-09-08 17:03:22.000000 UTC,2022-09-08 18:06:13.000000 UTC,5.06,35.5,7,161,2
2022-09-11 21:06:40.000000 UTC,2022-09-11 21:41:03.000000 UTC,11.13,35.5,130,145,2
2022-09-30 01:34:30.000000 UTC,2022-09-30 02:46:00.000000 UTC,4.29,35.5,135,83,2
2022-09-08 01:49:01.000000 UTC,2022-09-08 02:12:27.000000 UTC,12.55,35.5,173,40,2
2022-09-04 20:01:41.000000 UTC,2022-09-04 20:37:53.000000 UTC,11.27,35.5,93,130,2
2022-09-08 17:08:26.000000 UTC,2022-09-08 17:46:16.000000 UTC,9.41,35.5,28,260,2
2022-09-12 18:26:00.000000 UTC,2022-09-12 19:31:29.000000 UTC,1.43,35.5,82,82,2
2022-09-03 12:27:11.000000 UTC,2022-09-03 13:00:21.000000 UTC,11.33,35.5,7,228,2
2022-09-25 15:26:20.000000 UTC,2022-09-25 15:54:01.000000 UTC,12.03,35.5,130,145,2
2022-09-14 09:51:53.000000 UTC,2022-09-14 10:43:40.000000 UTC,7.8,35.5,75,231,2
2022-09-27 13:43:11.000000 UTC,2022-09-27 14:22:39.000000 UTC,10,35.5,42,261,2
2022-09-19 09:22:41.000000 UTC,2022-09-19 10:10:08.000000 UTC,10.34,35.5,95,137,2
2022-09-26 19:22:25.000000 UTC,2022-09-26 20:14:32.000000 UTC,6.51,35.5,33,186,2
2022-09-03 20:32:53.000000 UTC,2022-09-03 21:00:39.000000 UTC,12.24,35.5,253,161,2
2022-09-15 17:21:51.000000 UTC,2022-09-15 18:21:55.000000 UTC,5.68,35.5,65,162,2
2022-09-09 15:36:01.000000 UTC,2022-09-09 16:31:57.000000 UTC,7.87,35.5,7,127,2
2022-09-02 20:31:54.000000 UTC,2022-09-02 21:02:48.000000 UTC,11.79,35.5,93,140,2
2022-09-14 22:22:01.000000 UTC,2022-09-14 22:42:51.000000 UTC,13.15,35.5,253,224,2
2022-09-14 13:51:05.000000 UTC,2022-09-14 14:37:25.000000 UTC,8.76,35.5,40,161,2
2022-09-02 20:47:00.000000 UTC,2022-09-02 21:20:22.000000 UTC,11.78,35.5,93,141,2
2022-09-07 13:09:47.000000 UTC,2022-09-07 13:52:46.000000 UTC,8.64,35.5,25,237,2
2022-09-12 22:05:03.000000 UTC,2022-09-12 22:37:37.000000 UTC,11.39,35.5,93,113,2
2022-09-21 16:39:58.000000 UTC,2022-09-21 17:27:27.000000 UTC,7.44,35.5,75,127,2
2022-09-04 18:59:42.000000 UTC,2022-09-04 19:44:17.000000 UTC,9.56,35.5,34,161,2
2022-09-15 09:05:16.000000 UTC,2022-09-15 09:45:49.000000 UTC,10.12,35.5,244,231,2
2022-09-02 19:50:01.000000 UTC,2022-09-02 20:28:19.000000 UTC,11,35.5,75,40,1
2022-09-13 19:03:13.000000 UTC,2022-09-13 19:41:42.000000 UTC,11.25,35.5,95,237,2
2022-09-17 00:19:54.000000 UTC,2022-09-17 00:59:58.000000 UTC,10.55,35.5,129,75,2
2022-09-21 10:25:43.000000 UTC,2022-09-21 11:08:36.000000 UTC,9.5,35.5,116,148,1
2022-09-29 13:21:12.000000 UTC,2022-09-29 14:00:04.000000 UTC,11.31,35.5,244,148,2
2022-09-06 07:52:45.000000 UTC,2022-09-06 08:44:58.000000 UTC,9.08,35.5,95,140,2
2022-09-06 09:55:07.000000 UTC,2022-09-06 10:56:32.000000 UTC,5.17,35.5,74,100,2
2022-09-09 11:02:40.000000 UTC,2022-09-09 11:40:00.000000 UTC,10.12,35.5,244,137,2
2022-09-17 17:26:11.000000 UTC,2022-09-17 18:13:19.000000 UTC,10.61,35.5,43,25,2
2022-09-29 16:42:00.000000 UTC,2022-09-29 17:42:00.000000 UTC,11.97,49.04,166,97,2
2022-09-15 13:58:00.000000 UTC,2022-09-15 14:39:00.000000 UTC,4.03,23.44,65,37,2
2022-09-11 00:25:00.000000 UTC,2022-09-11 00:51:00.000000 UTC,5.52,23.44,198,188,2
2022-09-25 15:51:00.000000 UTC,2022-09-25 16:29:00.000000 UTC,4.12,23.44,97,79,2
2022-09-10 19:24:00.000000 UTC,2022-09-10 19:50:00.000000 UTC,4.2,23.44,42,161,2
2022-09-06 08:38:00.000000 UTC,2022-09-06 09:08:00.000000 UTC,7.24,28.56,41,31,2
2022-09-23 18:00:00.000000 UTC,2022-09-23 18:38:00.000000 UTC,5.78,28.56,189,39,2
2022-09-15 18:03:00.000000 UTC,2022-09-15 18:48:00.000000 UTC,5.7,28.56,41,164,2
2022-09-11 19:26:15.000000 UTC,2022-09-11 19:56:42.000000 UTC,9,90,93,163,1
2022-09-07 01:15:49.000000 UTC,2022-09-07 01:15:51.000000 UTC,15.05,90,264,264,2
2022-09-11 19:43:30.000000 UTC,2022-09-11 20:31:14.000000 UTC,15.39,90,93,88,2
2022-09-29 14:49:06.000000 UTC,2022-09-29 16:19:35.000000 UTC,19.7,90,157,1,2
2022-09-12 22:40:54.000000 UTC,2022-09-12 23:11:38.000000 UTC,8.74,90,181,124,2
2022-09-13 20:36:12.000000 UTC,2022-09-14 20:07:46.000000 UTC,13.91,90,57,261,2
2022-09-03 23:51:59.000000 UTC,2022-09-04 01:26:09.000000 UTC,28.84,90,146,265,2
2022-09-27 22:19:40.000000 UTC,2022-09-27 22:37:58.000000 UTC,9.9,90,93,170,2
2022-09-02 00:53:34.000000 UTC,2022-09-02 01:02:43.000000 UTC,0.15,90,93,264,2
2022-09-15 16:24:14.000000 UTC,2022-09-15 17:47:49.000000 UTC,18.32,90,116,74,2
2022-09-19 14:57:28.000000 UTC,2022-09-19 14:57:58.000000 UTC,0.04,90,242,185,2
2022-09-24 09:23:09.000000 UTC,2022-09-24 11:29:46.000000 UTC,22.07,90,95,95,2
2022-09-03 00:35:20.000000 UTC,2022-09-03 01:01:32.000000 UTC,10.62,90,93,234,2
2022-09-01 01:18:37.000000 UTC,2022-09-01 01:37:47.000000 UTC,13.09,90,253,45,2
2022-09-02 00:16:50.000000 UTC,2022-09-02 23:14:18.000000 UTC,14.33,90,93,209,2
2022-09-09 22:44:41.000000 UTC,2022-09-09 23:28:44.000000 UTC,10.9,90,93,246,2
2022-09-08 03:16:56.000000 UTC,2022-09-08 03:54:17.000000 UTC,16.75,90,93,158,2
2022-09-18 18:24:00.000000 UTC,2022-09-18 19:09:00.000000 UTC,19.37,64.4,14,132,2
2022-09-04 00:39:27.000000 UTC,2022-09-04 00:43:24.000000 UTC,0.49,8.08,75,75,2
2022-09-04 20:31:01.000000 UTC,2022-09-04 20:37:38.000000 UTC,0.91,8.08,75,263,2
2022-09-05 20:49:38.000000 UTC,2022-09-05 20:58:37.000000 UTC,1.64,8.08,166,75,2
2022-09-16 09:37:00.000000 UTC,2022-09-16 09:44:00.000000 UTC,0.99,8.08,62,61,2
2022-09-22 09:49:00.000000 UTC,2022-09-22 09:56:00.000000 UTC,1.01,8.08,62,61,2
2022-09-26 17:10:00.000000 UTC,2022-09-26 17:15:00.000000 UTC,1.27,8.08,61,61,2
2022-09-05 16:59:00.000000 UTC,2022-09-05 17:05:00.000000 UTC,1.52,8.08,74,74,2
2022-09-08 10:44:00.000000 UTC,2022-09-08 10:50:00.000000 UTC,1.11,8.08,74,41,2
2022-09-15 13:59:00.000000 UTC,2022-09-15 14:09:00.000000 UTC,1.44,8.08,74,24,2
2022-09-15 13:36:00.000000 UTC,2022-09-15 13:38:00.000000 UTC,0.02,8.08,74,74,2
2022-09-19 14:15:00.000000 UTC,2022-09-19 14:34:00.000000 UTC,1.19,8.08,17,17,2
2022-09-22 12:46:00.000000 UTC,2022-09-22 12:55:00.000000 UTC,1.18,8.08,74,75,2
2022-09-23 13:41:00.000000 UTC,2022-09-23 13:45:00.000000 UTC,0.61,8.08,167,47,2
2022-09-26 12:54:00.000000 UTC,2022-09-26 12:59:00.000000 UTC,0.86,8.08,41,75,2
2022-09-28 13:20:00.000000 UTC,2022-09-28 13:25:00.000000 UTC,0.47,8.08,168,159,2
2022-09-28 15:53:00.000000 UTC,2022-09-28 16:05:00.000000 UTC,0.84,8.08,17,217,2
2022-09-10 19:05:00.000000 UTC,2022-09-10 19:16:00.000000 UTC,1.8,13.2,181,40,2
2022-09-23 19:12:00.000000 UTC,2022-09-23 19:29:00.000000 UTC,2.15,13.2,74,24,2
2022-09-26 10:53:00.000000 UTC,2022-09-26 11:10:00.000000 UTC,2.65,13.2,216,197,2
2022-09-15 17:24:34.000000 UTC,2022-09-15 17:37:22.000000 UTC,2.03,13.2,74,42,2
2022-09-22 09:34:00.000000 UTC,2022-09-22 09:50:00.000000 UTC,2.35,13.2,168,116,2
2022-09-20 19:17:00.000000 UTC,2022-09-20 19:36:00.000000 UTC,2.63,13.2,61,256,2
2022-09-11 22:48:00.000000 UTC,2022-09-11 23:04:00.000000 UTC,3.12,13.2,255,224,2
2022-09-15 19:57:00.000000 UTC,2022-09-15 20:14:00.000000 UTC,2.63,13.2,61,37,2
2022-09-20 22:38:00.000000 UTC,2022-09-20 22:53:00.000000 UTC,2.31,13.2,74,151,2
2022-09-06 11:51:00.000000 UTC,2022-09-06 12:42:00.000000 UTC,7.53,31.86,39,25,2
2022-09-21 08:20:00.000000 UTC,2022-09-21 08:44:00.000000 UTC,2.55,11.38,243,169,2
2022-09-01 16:02:54.000000 UTC,2022-09-01 16:22:08.000000 UTC,3.72,16.5,93,138,2
2022-09-02 18:56:55.000000 UTC,2022-09-02 19:16:28.000000 UTC,3.97,16.5,33,225,2
2022-09-06 17:12:00.000000 UTC,2022-09-06 17:36:27.000000 UTC,2.86,16.5,93,171,2
2022-09-08 19:37:53.000000 UTC,2022-09-08 20:02:47.000000 UTC,3.14,16.5,37,61,2
2022-09-09 17:37:43.000000 UTC,2022-09-09 18:00:36.000000 UTC,3.66,16.5,75,116,2
2022-09-09 19:52:02.000000 UTC,2022-09-09 20:06:08.000000 UTC,5.14,16.5,95,138,2
2022-09-12 17:14:10.000000 UTC,2022-09-12 17:38:22.000000 UTC,3.23,16.5,61,177,2
2022-09-13 18:01:26.000000 UTC,2022-09-13 18:17:27.000000 UTC,4.82,16.5,134,216,2
2022-09-13 18:37:09.000000 UTC,2022-09-13 18:58:45.000000 UTC,3.79,16.5,166,244,2
2022-09-14 16:44:44.000000 UTC,2022-09-14 17:07:07.000000 UTC,3.74,16.5,92,82,2
2022-09-15 15:06:33.000000 UTC,2022-09-15 15:28:07.000000 UTC,4.09,16.5,75,244,2
2022-09-15 19:46:33.000000 UTC,2022-09-15 20:12:05.000000 UTC,2.68,16.5,97,225,2
2022-09-16 19:23:07.000000 UTC,2022-09-16 19:41:14.000000 UTC,3.98,16.5,74,116,2
2022-09-20 18:23:46.000000 UTC,2022-09-20 18:43:54.000000 UTC,4.15,16.5,41,243,2
2022-09-22 17:56:21.000000 UTC,2022-09-22 18:12:38.000000 UTC,4.8,16.5,134,216,2
2022-09-22 19:38:09.000000 UTC,2022-09-22 19:50:23.000000 UTC,5.47,16.5,130,132,2
2022-09-23 19:31:45.000000 UTC,2022-09-23 20:00:12.000000 UTC,1.19,16.5,65,25,2
2022-09-26 16:57:07.000000 UTC,2022-09-26 17:13:29.000000 UTC,4.53,16.5,244,151,2
2022-09-26 18:18:25.000000 UTC,2022-09-26 18:29:20.000000 UTC,5.46,16.5,33,14,2
2022-09-30 17:37:53.000000 UTC,2022-09-30 17:50:58.000000 UTC,5.21,16.5,130,132,2
2022-09-07 18:15:00.000000 UTC,2022-09-07 18:37:22.000000 UTC,3.97,16.5,75,170,2
2022-09-07 19:09:16.000000 UTC,2022-09-07 19:22:35.000000 UTC,5.15,16.5,244,151,2
2022-09-13 17:30:49.000000 UTC,2022-09-13 17:54:46.000000 UTC,3.2,16.5,43,233,2
2022-09-13 17:51:52.000000 UTC,2022-09-13 18:06:59.000000 UTC,4.77,16.5,244,238,2
2022-09-14 19:14:31.000000 UTC,2022-09-14 19:28:38.000000 UTC,4.8,16.5,244,238,1
2022-09-19 16:16:29.000000 UTC,2022-09-19 16:41:11.000000 UTC,2.64,16.5,75,163,2
2022-09-19 19:22:24.000000 UTC,2022-09-19 19:43:49.000000 UTC,3.7,16.5,75,48,2
2022-09-21 16:57:46.000000 UTC,2022-09-21 17:20:56.000000 UTC,3.34,16.5,152,236,2
2022-09-22 18:09:47.000000 UTC,2022-09-22 18:25:25.000000 UTC,4.65,16.5,244,238,2
2022-09-23 18:53:51.000000 UTC,2022-09-23 19:16:18.000000 UTC,3.65,16.5,75,152,2
2022-09-26 16:13:54.000000 UTC,2022-09-26 16:34:50.000000 UTC,3.9,16.5,166,141,2
2022-09-26 19:27:31.000000 UTC,2022-09-26 19:43:13.000000 UTC,5.17,16.5,75,137,2
2022-09-27 18:56:05.000000 UTC,2022-09-27 19:10:08.000000 UTC,4.92,16.5,244,239,2
2022-09-28 19:43:53.000000 UTC,2022-09-28 19:57:39.000000 UTC,4.87,16.5,244,238,2
2022-09-01 14:36:26.000000 UTC,2022-09-01 15:02:14.000000 UTC,3.02,16.5,74,244,2
2022-09-06 08:13:04.000000 UTC,2022-09-06 08:35:51.000000 UTC,2.95,16.5,95,130,2
2022-09-10 19:56:23.000000 UTC,2022-09-10 20:13:32.000000 UTC,4.29,16.5,33,112,2
2022-09-16 15:40:36.000000 UTC,2022-09-16 16:05:30.000000 UTC,2.69,16.5,130,218,2
2022-09-21 07:00:38.000000 UTC,2022-09-21 07:23:19.000000 UTC,3.6,16.5,216,134,2
2022-09-24 10:22:31.000000 UTC,2022-09-24 10:34:14.000000 UTC,5.29,16.5,95,138,2
2022-09-24 19:54:22.000000 UTC,2022-09-24 20:11:59.000000 UTC,4.31,16.5,33,112,2
2022-09-28 14:35:03.000000 UTC,2022-09-28 14:57:59.000000 UTC,3.17,16.5,74,244,2
2022-09-29 13:01:02.000000 UTC,2022-09-29 13:14:00.000000 UTC,4.79,16.5,130,132,2
2022-09-01 05:22:23.000000 UTC,2022-09-01 05:36:01.000000 UTC,4.9,16.5,75,244,2
2022-09-02 20:08:10.000000 UTC,2022-09-02 20:32:10.000000 UTC,3.6,16.5,65,89,1
2022-09-24 15:54:45.000000 UTC,2022-09-24 16:15:55.000000 UTC,3.9,16.5,75,50,2
2022-09-01 08:05:42.000000 UTC,2022-09-01 08:17:52.000000 UTC,4.9,16.5,92,95,2
2022-09-01 10:44:33.000000 UTC,2022-09-01 11:10:15.000000 UTC,2.5,16.5,40,34,2
2022-09-01 14:33:37.000000 UTC,2022-09-01 14:57:55.000000 UTC,2.5,16.5,82,95,1
2022-09-01 16:03:47.000000 UTC,2022-09-01 16:29:07.000000 UTC,2.13,16.5,75,238,2
2022-09-01 15:52:02.000000 UTC,2022-09-01 16:17:44.000000 UTC,2.09,16.5,74,74,2
2022-09-02 12:58:23.000000 UTC,2022-09-02 13:17:12.000000 UTC,4.32,16.5,89,181,2
2022-09-03 11:46:31.000000 UTC,2022-09-03 12:05:30.000000 UTC,4.62,16.5,83,193,2
2022-09-03 17:40:30.000000 UTC,2022-09-03 18:04:18.000000 UTC,3.41,16.5,97,188,2
2022-09-04 19:26:05.000000 UTC,2022-09-04 19:40:16.000000 UTC,4.97,16.5,14,55,2
2022-09-06 07:39:36.000000 UTC,2022-09-06 07:58:14.000000 UTC,4.59,16.5,74,243,2
2022-09-06 14:34:37.000000 UTC,2022-09-06 14:58:10.000000 UTC,3.28,16.5,167,78,2
2022-09-06 15:43:51.000000 UTC,2022-09-06 16:08:21.000000 UTC,2.9,16.5,97,225,2
2022-09-07 15:37:39.000000 UTC,2022-09-07 16:02:16.000000 UTC,2.91,16.5,75,116,2
