pickup_datetime,dropoff_datetime,trip_distance,fare_amount,pickup_location_id,dropoff_location_id,vendor_id
2022-09-08 11:16:13.000000 UTC,2022-09-08 11:35:22.000000 UTC,4.41,16.5,75,69,2
2022-09-08 12:34:19.000000 UTC,2022-09-08 12:56:19.000000 UTC,3.92,16.5,166,69,2
2022-09-08 14:16:44.000000 UTC,2022-09-08 14:36:54.000000 UTC,3.98,16.5,33,133,2
2022-09-10 11:20:25.000000 UTC,2022-09-10 11:41:03.000000 UTC,3.73,16.5,95,82,2
2022-09-10 14:14:51.000000 UTC,2022-09-10 14:36:48.000000 UTC,3.7,16.5,61,91,1
2022-09-10 14:51:11.000000 UTC,2022-09-10 15:13:15.000000 UTC,3.5,16.5,91,61,1
2022-09-10 15:21:13.000000 UTC,2022-09-10 15:44:13.000000 UTC,3.32,16.5,166,244,2
2022-09-10 15:27:15.000000 UTC,2022-09-10 15:50:02.000000 UTC,3.23,16.5,97,61,2
2022-09-11 10:54:27.000000 UTC,2022-09-11 11:12:05.000000 UTC,4.1,16.5,65,37,1
2022-09-11 16:17:02.000000 UTC,2022-09-11 16:38:49.000000 UTC,4.2,16.5,22,55,2
2022-09-12 09:28:14.000000 UTC,2022-09-12 09:44:21.000000 UTC,4.54,16.5,244,74,2
2022-09-13 08:26:06.000000 UTC,2022-09-13 08:40:33.000000 UTC,4.66,16.5,75,244,2
2022-09-13 10:29:27.000000 UTC,2022-09-13 10:42:48.000000 UTC,4.84,16.5,74,243,2
2022-09-13 12:43:33.000000 UTC,2022-09-13 13:04:09.000000 UTC,3.31,16.5,244,42,2
2022-09-13 13:49:14.000000 UTC,2022-09-13 14:10:38.000000 UTC,3.9,16.5,75,159,2
2022-09-14 11:31:34.000000 UTC,2022-09-14 11:53:30.000000 UTC,3.87,16.5,130,216,2
2022-09-14 11:57:14.000000 UTC,2022-09-14 12:18:35.000000 UTC,3.75,16.5,24,119,2
2022-09-15 07:27:57.000000 UTC,2022-09-15 07:45:19.000000 UTC,4.24,16.5,244,41,2
2022-09-15 14:28:07.000000 UTC,2022-09-15 14:52:37.000000 UTC,2.59,16.5,152,43,2
2022-09-15 15:36:24.000000 UTC,2022-09-15 15:57:16.000000 UTC,3.52,16.5,130,95,2
2022-09-16 10:05:30.000000 UTC,2022-09-16 10:26:13.000000 UTC,4.17,16.5,74,43,2
2022-09-16 12:34:05.000000 UTC,2022-09-16 12:52:50.000000 UTC,4.41,16.5,126,74,2
2022-09-16 14:32:29.000000 UTC,2022-09-16 14:56:30.000000 UTC,3.22,16.5,74,244,2
2022-09-17 13:37:05.000000 UTC,2022-09-17 13:58:50.000000 UTC,3.78,16.5,97,255,2
2022-09-17 13:40:28.000000 UTC,2022-09-17 13:59:14.000000 UTC,4.09,16.5,130,216,2
2022-09-17 13:33:33.000000 UTC,2022-09-17 13:46:02.000000 UTC,5.11,16.5,244,241,2
2022-09-17 13:18:01.000000 UTC,2022-09-17 13:41:55.000000 UTC,2.5,16.5,42,247,2
2022-09-17 17:25:21.000000 UTC,2022-09-17 17:39:15.000000 UTC,4.63,16.5,243,241,2
2022-09-17 18:29:51.000000 UTC,2022-09-17 18:49:07.000000 UTC,4.26,16.5,75,69,2
2022-09-17 18:03:06.000000 UTC,2022-09-17 18:23:21.000000 UTC,4.04,16.5,42,235,2
2022-09-17 19:56:06.000000 UTC,2022-09-17 20:15:50.000000 UTC,3.92,16.5,97,255,2
2022-09-18 13:01:27.000000 UTC,2022-09-18 13:28:07.000000 UTC,2.36,16.5,74,116,2
2022-09-18 13:20:35.000000 UTC,2022-09-18 13:43:14.000000 UTC,3.61,16.5,7,173,2
2022-09-20 08:33:21.000000 UTC,2022-09-20 08:58:41.000000 UTC,3.2,16.5,129,129,2
2022-09-20 12:46:25.000000 UTC,2022-09-20 13:09:39.000000 UTC,3.07,16.5,74,244,2
2022-09-20 14:38:48.000000 UTC,2022-09-20 15:05:03.000000 UTC,2.5,16.5,97,66,1
2022-09-20 15:24:30.000000 UTC,2022-09-20 15:48:01.000000 UTC,3.6,16.5,74,120,1
2022-09-21 10:00:05.000000 UTC,2022-09-21 10:20:02.000000 UTC,3.49,16.5,95,131,2
2022-09-21 07:05:12.000000 UTC,2022-09-21 07:32:23.000000 UTC,3.37,16.5,74,244,2
2022-09-21 12:50:19.000000 UTC,2022-09-21 13:09:20.000000 UTC,4.2,16.5,196,70,1
2022-09-21 14:30:17.000000 UTC,2022-09-21 14:52:44.000000 UTC,3.61,16.5,166,244,2
2022-09-23 07:35:09.000000 UTC,2022-09-23 07:51:33.000000 UTC,4,16.5,74,243,1
2022-09-23 09:35:22.000000 UTC,2022-09-23 10:03:24.000000 UTC,1.78,16.5,74,75,2
2022-09-23 14:30:37.000000 UTC,2022-09-23 14:53:16.000000 UTC,2.94,16.5,134,56,2
2022-09-23 14:22:58.000000 UTC,2022-09-23 14:48:43.000000 UTC,2.95,16.5,97,62,2
2022-09-23 15:17:04.000000 UTC,2022-09-23 15:32:57.000000 UTC,4.3,16.5,244,42,2
2022-09-23 15:23:25.000000 UTC,2022-09-23 15:35:40.000000 UTC,5.22,16.5,130,132,2
2022-09-24 07:52:40.000000 UTC,2022-09-24 08:08:52.000000 UTC,5.07,16.5,41,169,2
2022-09-24 15:54:52.000000 UTC,2022-09-24 16:12:57.000000 UTC,4.38,16.5,82,134,2
2022-09-25 07:35:07.000000 UTC,2022-09-25 07:44:45.000000 UTC,5.49,16.5,130,132,2
2022-09-25 09:27:46.000000 UTC,2022-09-25 09:44:44.000000 UTC,4.4,16.5,244,75,1
2022-09-25 09:50:16.000000 UTC,2022-09-25 10:01:41.000000 UTC,5.14,16.5,244,241,2
2022-09-25 17:12:50.000000 UTC,2022-09-25 17:36:18.000000 UTC,3.61,16.5,97,36,2
2022-09-26 11:24:10.000000 UTC,2022-09-26 11:47:07.000000 UTC,3.42,16.5,74,244,2
2022-09-27 08:18:27.000000 UTC,2022-09-27 08:39:41.000000 UTC,3.6,16.5,75,167,1
2022-09-27 12:42:51.000000 UTC,2022-09-27 13:02:54.000000 UTC,3.87,16.5,130,191,2
2022-09-28 11:32:26.000000 UTC,2022-09-28 11:56:00.000000 UTC,3.13,16.5,41,147,2
2022-09-28 12:22:07.000000 UTC,2022-09-28 12:43:37.000000 UTC,3.82,16.5,74,244,2
2022-09-29 07:09:49.000000 UTC,2022-09-29 07:35:06.000000 UTC,3.05,16.5,174,47,2
2022-09-29 09:39:32.000000 UTC,2022-09-29 09:51:54.000000 UTC,5.06,16.5,95,138,2
2022-09-29 14:22:52.000000 UTC,2022-09-29 14:45:18.000000 UTC,3.75,16.5,33,17,2
2022-09-30 07:30:56.000000 UTC,2022-09-30 07:55:08.000000 UTC,3.12,16.5,152,75,2
2022-09-30 09:22:36.000000 UTC,2022-09-30 09:48:26.000000 UTC,2,16.5,73,92,2
2022-09-30 11:24:59.000000 UTC,2022-09-30 11:45:18.000000 UTC,4.02,16.5,95,216,2
2022-09-30 14:11:23.000000 UTC,2022-09-30 14:35:30.000000 UTC,3.01,16.5,74,244,2
2022-09-16 16:49:58.000000 UTC,2022-09-16 17:15:00.000000 UTC,2.27,16.5,25,190,2
2022-09-01 20:44:33.000000 UTC,2022-09-01 21:06:16.000000 UTC,3.89,16.5,75,244,2
2022-09-13 18:34:46.000000 UTC,2022-09-13 18:51:57.000000 UTC,4.5,16.5,75,223,1
2022-09-01 17:07:42.000000 UTC,2022-09-01 17:31:03.000000 UTC,3.05,16.5,197,216,2
2022-09-02 17:10:18.000000 UTC,2022-09-02 17:33:28.000000 UTC,3.07,16.5,197,216,2
2022-09-08 19:42:56.000000 UTC,2022-09-08 20:06:07.000000 UTC,3.43,16.5,65,188,2
2022-09-19 16:55:32.000000 UTC,2022-09-19 17:22:24.000000 UTC,1.9,16.5,97,97,2
2022-09-21 17:06:10.000000 UTC,2022-09-21 17:23:43.000000 UTC,4.83,16.5,83,138,2
2022-09-22 17:12:13.000000 UTC,2022-09-22 17:41:06.000000 UTC,0.13,16.5,129,138,2
2022-09-22 19:09:49.000000 UTC,2022-09-22 19:25:00.000000 UTC,5.22,16.5,134,216,2
2022-09-22 19:47:04.000000 UTC,2022-09-22 20:10:50.000000 UTC,3.09,16.5,65,89,2
2022-09-26 18:31:47.000000 UTC,2022-09-26 18:54:55.000000 UTC,3.64,16.5,52,89,2
2022-09-28 16:54:34.000000 UTC,2022-09-28 17:20:29.000000 UTC,2.21,16.5,65,190,2
2022-09-28 18:08:24.000000 UTC,2022-09-28 18:26:01.000000 UTC,4.41,16.5,33,228,2
2022-09-27 15:17:59.000000 UTC,2022-09-27 15:30:25.000000 UTC,5.07,16.5,244,200,2
2022-09-14 19:19:05.000000 UTC,2022-09-14 19:39:23.000000 UTC,4.16,16.5,75,47,2
2022-09-02 17:58:46.000000 UTC,2022-09-02 18:20:05.000000 UTC,3.7,16.5,75,100,1
2022-09-05 18:41:24.000000 UTC,2022-09-05 18:57:35.000000 UTC,4.63,16.5,260,80,2
2022-09-09 17:24:05.000000 UTC,2022-09-09 17:45:12.000000 UTC,4.62,16.5,83,138,2
2022-09-15 17:43:00.000000 UTC,2022-09-15 18:09:25.000000 UTC,2.1,16.5,97,17,1
2022-09-24 11:48:17.000000 UTC,2022-09-24 11:58:20.000000 UTC,5.31,16.5,130,132,2
2022-09-02 11:44:58.000000 UTC,2022-09-02 12:07:08.000000 UTC,3.6,16.5,97,256,2
2022-09-03 00:44:29.000000 UTC,2022-09-03 01:03:37.000000 UTC,2.64,16.5,95,82,2
2022-09-04 17:10:42.000000 UTC,2022-09-04 17:10:42.000000 UTC,1.75,16.5,264,264,2
2022-09-29 20:09:01.000000 UTC,2022-09-29 20:35:09.000000 UTC,2.13,16.5,74,116,2
2022-09-01 11:33:15.000000 UTC,2022-09-01 11:58:02.000000 UTC,2.73,16.5,43,143,2
2022-09-02 09:27:16.000000 UTC,2022-09-02 09:47:28.000000 UTC,4.04,16.5,166,161,2
2022-09-04 16:05:03.000000 UTC,2022-09-04 16:25:11.000000 UTC,4.44,16.5,146,75,2
2022-09-05 12:01:41.000000 UTC,2022-09-05 12:23:34.000000 UTC,3.45,16.5,74,239,2
2022-09-08 09:28:39.000000 UTC,2022-09-08 09:51:31.000000 UTC,3.42,16.5,75,163,2
2022-09-12 12:59:44.000000 UTC,2022-09-12 13:23:57.000000 UTC,3.43,16.5,7,140,2
2022-09-12 14:44:28.000000 UTC,2022-09-12 15:07:06.000000 UTC,3.63,16.5,166,141,2
2022-09-12 14:27:53.000000 UTC,2022-09-12 14:51:57.000000 UTC,3.25,16.5,74,239,2
2022-09-17 09:40:51.000000 UTC,2022-09-17 10:03:54.000000 UTC,3.72,16.5,7,161,2
2022-09-19 14:54:05.000000 UTC,2022-09-19 15:15:54.000000 UTC,3.54,16.5,43,48,2
2022-09-25 14:26:22.000000 UTC,2022-09-25 14:42:37.000000 UTC,4.53,16.5,166,161,2
2022-09-25 15:36:13.000000 UTC,2022-09-25 15:57:05.000000 UTC,3.66,16.5,74,142,2
2022-09-25 19:43:32.000000 UTC,2022-09-25 20:03:32.000000 UTC,4.26,16.5,74,143,2
2022-09-26 12:47:45.000000 UTC,2022-09-26 13:06:18.000000 UTC,4.47,16.5,33,249,2
2022-09-27 08:58:00.000000 UTC,2022-09-27 09:09:17.000000 UTC,5.05,16.5,244,143,2
2022-09-27 13:39:22.000000 UTC,2022-09-27 13:52:03.000000 UTC,5.03,16.5,244,239,2
2022-09-27 16:00:06.000000 UTC,2022-09-27 16:21:49.000000 UTC,3.72,16.5,74,142,2
2022-09-29 08:47:16.000000 UTC,2022-09-29 09:09:37.000000 UTC,3.89,16.5,74,140,2
2022-09-29 11:43:42.000000 UTC,2022-09-29 12:08:40.000000 UTC,2.56,16.5,75,162,2
2022-09-25 10:48:27.000000 UTC,2022-09-25 11:04:10.000000 UTC,4.74,16.5,75,244,2
2022-09-10 12:42:49.000000 UTC,2022-09-10 13:05:20.000000 UTC,3.64,16.5,7,237,2
2022-09-15 08:09:40.000000 UTC,2022-09-15 08:29:43.000000 UTC,4.67,16.5,28,19,2
2022-09-05 00:17:54.000000 UTC,2022-09-05 00:37:43.000000 UTC,4.14,16.5,93,7,2
2022-09-08 00:52:36.000000 UTC,2022-09-08 01:02:59.000000 UTC,5.3,16.5,93,179,2
2022-09-11 21:34:36.000000 UTC,2022-09-11 21:54:08.000000 UTC,3.93,16.5,166,244,2
2022-09-25 21:16:28.000000 UTC,2022-09-25 21:36:41.000000 UTC,3.74,16.5,66,225,2
2022-09-25 23:49:25.000000 UTC,2022-09-26 00:11:36.000000 UTC,3.55,16.5,129,198,2
2022-09-11 03:42:49.000000 UTC,2022-09-12 03:27:53.000000 UTC,2.12,16.5,25,189,2
2022-09-08 19:21:41.000000 UTC,2022-09-08 19:43:33.000000 UTC,3.73,16.5,75,116,2
2022-09-15 17:39:26.000000 UTC,2022-09-15 18:03:41.000000 UTC,3.71,16.5,74,167,2
2022-09-16 15:45:03.000000 UTC,2022-09-16 16:09:13.000000 UTC,3.51,16.5,95,216,2
2022-09-19 08:10:01.000000 UTC,2022-09-19 08:22:43.000000 UTC,5.1,16.5,95,138,2
2022-09-19 17:26:05.000000 UTC,2022-09-19 17:51:45.000000 UTC,2.13,16.5,97,181,2
2022-09-23 12:51:10.000000 UTC,2022-09-23 13:11:13.000000 UTC,4.23,16.5,95,216,2
2022-09-27 14:01:47.000000 UTC,2022-09-27 14:16:08.000000 UTC,4.81,16.5,196,226,2
2022-09-29 23:01:42.000000 UTC,2022-09-29 23:14:20.000000 UTC,5,16.5,74,127,1
2022-09-30 18:21:15.000000 UTC,2022-09-30 18:46:27.000000 UTC,2.9,16.5,97,61,1
2022-09-30 19:12:43.000000 UTC,2022-09-30 19:34:41.000000 UTC,4.13,16.5,65,227,2
2022-09-02 03:00:04.000000 UTC,2022-09-02 03:21:58.000000 UTC,3.67,16.5,226,129,2
2022-09-03 00:57:14.000000 UTC,2022-09-03 01:15:47.000000 UTC,4.16,16.5,66,17,2
2022-09-03 20:24:02.000000 UTC,2022-09-03 20:45:57.000000 UTC,3.87,16.5,78,241,2
2022-09-03 22:03:31.000000 UTC,2022-09-03 22:22:45.000000 UTC,3.85,16.5,82,146,2
2022-09-04 22:48:44.000000 UTC,2022-09-04 23:10:57.000000 UTC,3.69,16.5,66,61,2
2022-09-06 20:42:10.000000 UTC,2022-09-06 20:50:42.000000 UTC,5.57,16.5,131,93,2
2022-09-09 02:17:15.000000 UTC,2022-09-09 02:35:36.000000 UTC,4.8,16.5,25,35,2
2022-09-09 20:32:39.000000 UTC,2022-09-09 20:51:16.000000 UTC,4.36,16.5,134,216,2
2022-09-10 02:27:59.000000 UTC,2022-09-10 02:53:38.000000 UTC,2.18,16.5,83,173,2
2022-09-10 20:17:55.000000 UTC,2022-09-10 20:37:55.000000 UTC,4.02,16.5,82,258,2
2022-09-11 00:29:13.000000 UTC,2022-09-11 00:48:12.000000 UTC,4.34,16.5,82,258,2
2022-09-12 23:12:08.000000 UTC,2022-09-12 23:28:23.000000 UTC,4.57,16.5,226,223,2
2022-09-13 00:16:18.000000 UTC,2022-09-13 00:36:40.000000 UTC,3.91,16.5,145,83,2
2022-09-13 21:28:45.000000 UTC,2022-09-13 21:42:40.000000 UTC,5.01,16.5,82,179,2
2022-09-14 05:22:10.000000 UTC,2022-09-14 05:39:03.000000 UTC,4.23,16.5,83,160,2
2022-09-14 20:58:04.000000 UTC,2022-09-14 21:20:32.000000 UTC,3.8,16.5,41,167,1
2022-09-15 04:36:03.000000 UTC,2022-09-15 04:49:45.000000 UTC,4.81,16.5,95,138,2
2022-09-16 19:59:31.000000 UTC,2022-09-16 20:18:24.000000 UTC,4.13,16.5,95,216,2
2022-09-17 03:17:36.000000 UTC,2022-09-17 03:39:21.000000 UTC,3.7,16.5,129,82,2
2022-09-17 22:17:08.000000 UTC,2022-09-17 22:39:27.000000 UTC,3.78,16.5,255,33,2
2022-09-18 01:45:11.000000 UTC,2022-09-18 02:05:24.000000 UTC,3.9,16.5,181,72,1
2022-09-18 03:02:04.000000 UTC,2022-09-18 03:16:25.000000 UTC,5.04,16.5,95,82,2
2022-09-21 20:39:14.000000 UTC,2022-09-21 20:59:25.000000 UTC,4.3,16.5,181,35,2
2022-09-21 20:58:01.000000 UTC,2022-09-21 21:09:58.000000 UTC,5.2,16.5,247,220,2
2022-09-22 21:12:36.000000 UTC,2022-09-22 21:25:51.000000 UTC,5.18,16.5,75,235,2
2022-09-25 05:51:42.000000 UTC,2022-09-25 06:03:38.000000 UTC,5.32,16.5,130,132,2
2022-09-27 20:25:01.000000 UTC,2022-09-27 20:46:54.000000 UTC,3.85,16.5,65,188,2
2022-09-29 23:26:11.000000 UTC,2022-09-29 23:45:30.000000 UTC,4.16,16.5,66,17,2
2022-09-30 21:22:49.000000 UTC,2022-09-30 21:41:05.000000 UTC,4.38,16.5,116,235,2
2022-09-19 08:06:11.000000 UTC,2022-09-19 08:29:33.000000 UTC,3.69,16.5,116,116,2
2022-09-02 11:46:14.000000 UTC,2022-09-02 12:02:22.000000 UTC,4.3,16.5,97,80,2
2022-09-02 14:24:33.000000 UTC,2022-09-02 14:38:26.000000 UTC,5.02,16.5,95,138,2
2022-09-03 12:09:07.000000 UTC,2022-09-03 12:30:03.000000 UTC,3.77,16.5,41,119,2
2022-09-03 17:22:31.000000 UTC,2022-09-03 17:39:42.000000 UTC,4.25,16.5,65,112,2
2022-09-03 17:28:29.000000 UTC,2022-09-03 17:44:09.000000 UTC,4.86,16.5,33,256,2
2022-09-04 17:56:15.000000 UTC,2022-09-04 18:14:40.000000 UTC,4.21,16.5,65,80,2
2022-09-04 19:47:09.000000 UTC,2022-09-04 20:05:39.000000 UTC,4.48,16.5,196,73,2
2022-09-06 13:59:58.000000 UTC,2022-09-06 14:17:06.000000 UTC,4.4,16.5,95,92,2
2022-09-07 10:19:12.000000 UTC,2022-09-07 10:40:14.000000 UTC,3.9,16.5,130,139,2
2022-09-07 10:18:08.000000 UTC,2022-09-07 10:34:30.000000 UTC,4.5,16.5,74,244,2
2022-09-08 13:30:49.000000 UTC,2022-09-08 13:52:20.000000 UTC,3.62,16.5,166,167,2
2022-09-09 11:44:25.000000 UTC,2022-09-09 12:08:38.000000 UTC,3.05,16.5,244,47,2
2022-09-11 15:33:35.000000 UTC,2022-09-11 15:54:51.000000 UTC,3.37,16.5,25,89,2
2022-09-12 07:31:58.000000 UTC,2022-09-12 07:51:32.000000 UTC,3.89,16.5,226,196,2
2022-09-13 09:55:51.000000 UTC,2022-09-13 10:18:08.000000 UTC,3.43,16.5,97,256,2
2022-09-14 12:39:32.000000 UTC,2022-09-14 13:01:38.000000 UTC,3.47,16.5,74,244,2
2022-09-14 14:56:40.000000 UTC,2022-09-14 15:12:53.000000 UTC,4.99,16.5,134,216,2
2022-09-14 15:29:19.000000 UTC,2022-09-14 15:51:01.000000 UTC,3.7,16.5,223,145,2
2022-09-15 15:23:38.000000 UTC,2022-09-15 15:48:03.000000 UTC,3.16,16.5,82,160,2
2022-09-16 12:08:43.000000 UTC,2022-09-16 12:32:11.000000 UTC,3.1,16.5,41,159,2
2022-09-18 14:35:41.000000 UTC,2022-09-18 14:55:13.000000 UTC,4.3,16.5,74,243,2
2022-09-18 17:54:13.000000 UTC,2022-09-18 18:19:17.000000 UTC,2.48,16.5,74,151,2
2022-09-20 07:29:41.000000 UTC,2022-09-20 07:46:27.000000 UTC,3.9,16.5,74,243,2
2022-09-20 14:49:07.000000 UTC,2022-09-20 15:03:49.000000 UTC,5.05,16.5,95,138,2
2022-09-21 07:20:34.000000 UTC,2022-09-21 07:37:26.000000 UTC,3.94,16.5,74,243,2
2022-09-22 15:32:20.000000 UTC,2022-09-22 15:51:50.000000 UTC,4.1,16.5,260,138,2
2022-09-23 07:48:23.000000 UTC,2022-09-23 08:11:39.000000 UTC,3.39,16.5,74,244,2
2022-09-24 11:55:46.000000 UTC,2022-09-24 12:17:28.000000 UTC,3.73,16.5,116,75,2
2022-09-24 16:47:48.000000 UTC,2022-09-24 17:11:10.000000 UTC,3.42,16.5,65,188,2
2022-09-24 17:21:33.000000 UTC,2022-09-24 17:43:32.000000 UTC,4.01,16.5,97,36,2
2022-09-25 07:53:32.000000 UTC,2022-09-25 08:03:35.000000 UTC,5.26,16.5,130,132,2
2022-09-25 15:55:12.000000 UTC,2022-09-25 16:17:43.000000 UTC,3.53,16.5,52,17,2
2022-09-25 18:11:49.000000 UTC,2022-09-25 18:32:38.000000 UTC,3.87,16.5,65,36,2
2022-09-26 06:49:39.000000 UTC,2022-09-26 07:02:07.000000 UTC,5.27,16.5,95,138,2
2022-09-26 09:10:28.000000 UTC,2022-09-26 09:23:53.000000 UTC,4.89,16.5,75,244,2
2022-09-28 14:57:41.000000 UTC,2022-09-28 15:11:55.000000 UTC,4.63,16.5,244,74,2
2022-09-29 15:37:50.000000 UTC,2022-09-29 16:05:01.000000 UTC,2.12,16.5,97,61,2
2022-09-30 15:46:25.000000 UTC,2022-09-30 16:12:48.000000 UTC,2.35,16.5,41,69,2
2022-09-01 08:33:58.000000 UTC,2022-09-01 08:56:45.000000 UTC,3.24,16.5,41,142,2
2022-09-03 04:31:59.000000 UTC,2022-09-03 04:49:12.000000 UTC,4.45,16.5,82,229,2
2022-09-03 09:07:29.000000 UTC,2022-09-03 09:25:42.000000 UTC,4.7,16.5,65,186,2
2022-09-03 15:35:22.000000 UTC,2022-09-03 15:56:47.000000 UTC,3.9,16.5,74,142,2
2022-09-04 07:59:51.000000 UTC,2022-09-04 08:15:28.000000 UTC,4.74,16.5,41,100,2
2022-09-04 07:22:02.000000 UTC,2022-09-04 07:35:09.000000 UTC,4.89,16.5,43,137,2
2022-09-04 12:44:29.000000 UTC,2022-09-04 13:04:58.000000 UTC,3.75,16.5,66,249,2
2022-09-04 16:45:57.000000 UTC,2022-09-04 17:07:46.000000 UTC,4.11,16.5,41,141,2
2022-09-06 09:22:55.000000 UTC,2022-09-06 09:44:40.000000 UTC,3.82,16.5,41,230,2
2022-09-06 15:19:53.000000 UTC,2022-09-06 15:33:31.000000 UTC,4.78,16.5,244,238,2
2022-09-07 08:51:20.000000 UTC,2022-09-07 09:12:01.000000 UTC,4.06,16.5,166,237,2
2022-09-07 15:21:32.000000 UTC,2022-09-07 15:47:04.000000 UTC,2.65,16.5,43,161,2
2022-09-08 10:16:56.000000 UTC,2022-09-08 10:39:35.000000 UTC,3.6,16.5,74,239,2
2022-09-08 12:08:50.000000 UTC,2022-09-08 12:34:00.000000 UTC,2.83,16.5,74,237,2
2022-09-08 13:38:38.000000 UTC,2022-09-08 14:01:15.000000 UTC,3.68,16.5,74,142,2
2022-09-08 13:12:29.000000 UTC,2022-09-08 13:32:17.000000 UTC,4.26,16.5,75,224,2
2022-09-09 08:59:06.000000 UTC,2022-09-09 09:18:55.000000 UTC,3.66,16.5,41,140,2
2022-09-09 09:54:14.000000 UTC,2022-09-09 10:17:32.000000 UTC,3.47,16.5,41,50,2
2022-09-11 11:39:38.000000 UTC,2022-09-11 12:03:29.000000 UTC,3.69,16.5,74,140,2
2022-09-11 12:47:06.000000 UTC,2022-09-11 12:59:55.000000 UTC,4.99,16.5,152,48,2
2022-09-11 16:09:37.000000 UTC,2022-09-11 16:32:22.000000 UTC,3.77,16.5,41,140,2
2022-09-12 11:16:08.000000 UTC,2022-09-12 11:39:51.000000 UTC,2.96,16.5,75,142,2
2022-09-12 14:25:25.000000 UTC,2022-09-12 14:42:45.000000 UTC,4.23,16.5,43,48,2
2022-09-13 10:33:25.000000 UTC,2022-09-13 10:57:45.000000 UTC,3.08,16.5,74,238,2
2022-09-13 15:34:22.000000 UTC,2022-09-13 15:57:48.000000 UTC,3.27,16.5,74,238,2
2022-09-14 08:44:53.000000 UTC,2022-09-14 09:04:12.000000 UTC,4.44,16.5,75,137,2
2022-09-14 08:19:19.000000 UTC,2022-09-14 08:42:32.000000 UTC,2.85,16.5,75,162,2
2022-09-15 12:48:52.000000 UTC,2022-09-15 13:11:07.000000 UTC,3.46,16.5,43,48,2
2022-09-15 15:45:05.000000 UTC,2022-09-15 16:09:30.000000 UTC,2.79,16.5,166,263,2
2022-09-16 09:16:38.000000 UTC,2022-09-16 09:35:23.000000 UTC,4.32,16.5,152,237,2
2022-09-17 11:03:09.000000 UTC,2022-09-17 11:16:26.000000 UTC,5.01,16.5,244,239,2
2022-09-17 14:35:03.000000 UTC,2022-09-17 14:58:30.000000 UTC,3.46,16.5,74,239,2
2022-09-18 15:50:06.000000 UTC,2022-09-18 16:12:45.000000 UTC,3.62,16.5,43,48,2
2022-09-20 13:22:01.000000 UTC,2022-09-20 13:43:33.000000 UTC,3.34,16.5,166,237,2
2022-09-21 07:54:36.000000 UTC,2022-09-21 08:17:57.000000 UTC,3.34,16.5,74,142,2
2022-09-21 09:04:20.000000 UTC,2022-09-21 09:29:40.000000 UTC,2.45,16.5,75,229,2
2022-09-22 08:50:50.000000 UTC,2022-09-22 09:13:24.000000 UTC,3.44,16.5,74,239,2
2022-09-22 11:32:11.000000 UTC,2022-09-22 11:56:47.000000 UTC,2.9,16.5,41,237,2
2022-09-22 11:18:29.000000 UTC,2022-09-22 11:41:00.000000 UTC,3.48,16.5,166,237,2
2022-09-23 10:05:31.000000 UTC,2022-09-23 10:29:18.000000 UTC,3.18,16.5,74,141,2
2022-09-23 15:27:46.000000 UTC,2022-09-23 15:44:42.000000 UTC,4.2,16.5,166,142,2
2022-09-24 07:33:57.000000 UTC,2022-09-24 07:57:34.000000 UTC,2.4,16.5,74,262,1
2022-09-24 09:48:50.000000 UTC,2022-09-24 10:10:24.000000 UTC,4.21,16.5,7,141,2
2022-09-25 07:48:49.000000 UTC,2022-09-25 08:05:08.000000 UTC,5.01,16.5,75,79,2
2022-09-25 09:29:19.000000 UTC,2022-09-25 09:47:03.000000 UTC,4.2,16.5,75,143,2
2022-09-26 07:40:34.000000 UTC,2022-09-26 07:56:24.000000 UTC,4.48,16.5,152,236,2
2022-09-26 08:51:05.000000 UTC,2022-09-26 09:11:27.000000 UTC,4.07,16.5,75,234,2
2022-09-27 08:10:01.000000 UTC,2022-09-27 08:24:38.000000 UTC,4.88,16.5,116,50,2
2022-09-27 10:28:17.000000 UTC,2022-09-27 10:51:19.000000 UTC,3.11,16.5,74,239,2
2022-09-27 15:14:57.000000 UTC,2022-09-27 15:38:40.000000 UTC,3.29,16.5,74,239,2
2022-09-28 10:57:59.000000 UTC,2022-09-28 11:21:35.000000 UTC,3.77,16.5,74,140,2
2022-09-28 14:43:59.000000 UTC,2022-09-28 14:59:03.000000 UTC,4.7,16.5,244,239,2
2022-09-29 09:44:16.000000 UTC,2022-09-29 10:09:00.000000 UTC,3.35,16.5,75,164,2
2022-09-29 09:17:48.000000 UTC,2022-09-29 09:43:01.000000 UTC,3.01,16.5,75,161,2
2022-09-29 13:16:13.000000 UTC,2022-09-29 13:30:34.000000 UTC,4.74,16.5,244,238,2
2022-09-12 15:56:17.000000 UTC,2022-09-12 16:20:24.000000 UTC,2.7,16.5,24,151,2
2022-09-26 14:25:52.000000 UTC,2022-09-26 14:48:49.000000 UTC,3.26,16.5,74,244,2
2022-09-04 09:05:40.000000 UTC,2022-09-04 09:21:21.000000 UTC,4.89,16.5,41,243,2
2022-09-10 16:56:47.000000 UTC,2022-09-10 17:17:07.000000 UTC,4,16.5,75,116,2
2022-09-12 14:12:12.000000 UTC,2022-09-12 14:34:40.000000 UTC,3.11,16.5,83,145,2
2022-09-13 08:26:20.000000 UTC,2022-09-13 08:43:31.000000 UTC,4.76,16.5,41,243,2
2022-09-14 13:30:17.000000 UTC,2022-09-14 13:42:58.000000 UTC,4.97,16.5,95,138,2
